Vehicle,Soc (%),K W,max power,battery capacity (kWh)
2025 Lucid Gravity Grand Touring (Tesla Supercharger),32,220,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),35,220,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),38,220,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),41,220,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),44,220,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),46,218,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),49,211,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),52,206,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),54,204,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),57,201,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),60,199,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),62,188,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),64,178,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),67,173,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),69,168,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),71,164,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),73,159,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),75,155,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),77,142,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),78,132,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),80,116,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),81,109,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),82,103,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),84,94,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),85,90,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),86,87,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),87,82,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),88,79,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),89,75,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),90,71,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),91,68,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),92,65,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),93,60,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),94,56,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),95,52,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),96,42,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),97,37,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),98,32,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),99,25,220,123
2025 Lucid Gravity Grand Touring (Tesla Supercharger),100,7,220,123
2024 Mercedes EQS 450+,100,0,210,108
2023 Hyundai Ioniq 6 AWD,0,100,235,77.4
2023 Hyundai Ioniq 6 AWD,1,212,235,77.4
2023 Hyundai Ioniq 6 AWD,5,217,235,77.4
2023 Hyundai Ioniq 6 AWD,10,221,235,77.4
2023 Hyundai Ioniq 6 AWD,15,223,235,77.4
2023 Hyundai Ioniq 6 AWD,19,224,235,77.4
2023 Hyundai Ioniq 6 AWD,24,224,235,77.4
2023 Hyundai Ioniq 6 AWD,29,226,235,77.4
2023 Hyundai Ioniq 6 AWD,34,227,235,77.4
2023 Hyundai Ioniq 6 AWD,38,230,235,77.4
2023 Hyundai Ioniq 6 AWD,43,233,235,77.4
2023 Hyundai Ioniq 6 AWD,48,227,235,77.4
2023 Hyundai Ioniq 6 AWD,51,228,235,77.4
2023 Hyundai Ioniq 6 AWD,55,188,235,77.4
2023 Hyundai Ioniq 6 AWD,58,150,235,77.4
2023 Hyundai Ioniq 6 AWD,61,176,235,77.4
2023 Hyundai Ioniq 6 AWD,62,177,235,77.4
2023 Hyundai Ioniq 6 AWD,63,178,235,77.4
2023 Hyundai Ioniq 6 AWD,64,178,235,77.4
2023 Hyundai Ioniq 6 AWD,66,192,235,77.4
2023 Hyundai Ioniq 6 AWD,70,185,235,77.4
2023 Hyundai Ioniq 6 AWD,73,170,235,77.4
2023 Hyundai Ioniq 6 AWD,76,158,235,77.4
2023 Hyundai Ioniq 6 AWD,78,153,235,77.4
2023 Hyundai Ioniq 6 AWD,81,120,235,77.4
2023 Hyundai Ioniq 6 AWD,82,112,235,77.4
2023 Hyundai Ioniq 6 AWD,84,122,235,77.4
2023 Hyundai Ioniq 6 AWD,86,96,235,77.4
2023 Hyundai Ioniq 6 AWD,87,76,235,77.4
2023 Hyundai Ioniq 6 AWD,89,68,235,77.4
2023 Hyundai Ioniq 6 AWD,90,60,235,77.4
2023 Hyundai Ioniq 6 AWD,91,56,235,77.4
2023 Hyundai Ioniq 6 AWD,92,51,235,77.4
2023 Hyundai Ioniq 6 AWD,93,48,235,77.4
2023 Hyundai Ioniq 6 AWD,94,44,235,77.4
2023 Hyundai Ioniq 6 AWD,95,40,235,77.4
2023 Hyundai Ioniq 6 AWD,95,36,235,77.4
2023 Hyundai Ioniq 6 AWD,96,34,235,77.4
2023 Hyundai Ioniq 6 AWD,97,31,235,77.4
2023 Hyundai Ioniq 6 AWD,98,23,235,77.4
2023 Hyundai Ioniq 6 AWD,99,16,235,77.4
2023 Hyundai Ioniq 6 AWD,100,0,235,77.4
2024 Mercedes EQS 450+,0,37,210,108
2024 Mercedes EQS 450+,3,198,210,108
2024 Mercedes EQS 450+,4,199,210,108
2024 Mercedes EQS 450+,6,200,210,108
2024 Mercedes EQS 450+,8,202,210,108
2024 Mercedes EQS 450+,9,202,210,108
2024 Mercedes EQS 450+,11,203,210,108
2024 Mercedes EQS 450+,12,204,210,108
2024 Mercedes EQS 450+,14,205,210,108
2024 Mercedes EQS 450+,15,205,210,108
2024 Mercedes EQS 450+,17,206,210,108
2024 Mercedes EQS 450+,19,206,210,108
2024 Mercedes EQS 450+,20,206,210,108
2024 Mercedes EQS 450+,22,207,210,108
2024 Mercedes EQS 450+,23,207,210,108
2024 Mercedes EQS 450+,25,203,210,108
2024 Mercedes EQS 450+,26,201,210,108
2024 Mercedes EQS 450+,28,196,210,108
2024 Mercedes EQS 450+,29,192,210,108
2024 Mercedes EQS 450+,31,186,210,108
2024 Mercedes EQS 450+,33,181,210,108
2024 Mercedes EQS 450+,34,178,210,108
2024 Mercedes EQS 450+,36,171,210,108
2024 Mercedes EQS 450+,38,167,210,108
2024 Mercedes EQS 450+,40,160,210,108
2024 Mercedes EQS 450+,41,158,210,108
2024 Mercedes EQS 450+,43,152,210,108
2024 Mercedes EQS 450+,45,148,210,108
2024 Mercedes EQS 450+,47,144,210,108
2024 Mercedes EQS 450+,49,141,210,108
2024 Mercedes EQS 450+,51,136,210,108
2024 Mercedes EQS 450+,53,133,210,108
2024 Mercedes EQS 450+,56,132,210,108
2024 Mercedes EQS 450+,58,133,210,108
2024 Mercedes EQS 450+,60,134,210,108
2024 Mercedes EQS 450+,62,133,210,108
2024 Mercedes EQS 450+,64,134,210,108
2024 Mercedes EQS 450+,66,134,210,108
2024 Mercedes EQS 450+,69,134,210,108
2024 Mercedes EQS 450+,71,131,210,108
2024 Mercedes EQS 450+,73,128,210,108
2024 Mercedes EQS 450+,75,125,210,108
2024 Mercedes EQS 450+,77,123,210,108
2024 Mercedes EQS 450+,80,118,210,108
2024 Mercedes EQS 450+,83,107,210,108
2024 Mercedes EQS 450+,87,86,210,108
2024 Mercedes EQS 450+,95,45,210,108
2024 Mercedes EQS 450+,1,192,210,108
2024 Mercedes EQS 450+,2,196,210,108
2024 Mercedes EQS 450+,5,199,210,108
2024 Mercedes EQS 450+,7,201,210,108
2024 Mercedes EQS 450+,10,203,210,108
2024 Mercedes EQS 450+,13,204,210,108
2024 Mercedes EQS 450+,16,205,210,108
2024 Mercedes EQS 450+,18,206,210,108
2024 Mercedes EQS 450+,21,207,210,108
2024 Mercedes EQS 450+,24,206,210,108
2024 Mercedes EQS 450+,27,198,210,108
2024 Mercedes EQS 450+,30,189,210,108
2024 Mercedes EQS 450+,32,183,210,108
2024 Mercedes EQS 450+,35,175,210,108
2024 Mercedes EQS 450+,37,169,210,108
2024 Mercedes EQS 450+,39,163,210,108
2024 Mercedes EQS 450+,42,154,210,108
2024 Mercedes EQS 450+,44,151,210,108
2024 Mercedes EQS 450+,46,146,210,108
2024 Mercedes EQS 450+,48,143,210,108
2024 Mercedes EQS 450+,50,138,210,108
2024 Mercedes EQS 450+,52,133,210,108
2024 Mercedes EQS 450+,54,132,210,108
2024 Mercedes EQS 450+,55,132,210,108
2024 Mercedes EQS 450+,57,132,210,108
2024 Mercedes EQS 450+,59,132,210,108
2024 Mercedes EQS 450+,61,133,210,108
2024 Mercedes EQS 450+,63,134,210,108
2024 Mercedes EQS 450+,65,133,210,108
2024 Mercedes EQS 450+,67,134,210,108
2024 Mercedes EQS 450+,68,135,210,108
2024 Mercedes EQS 450+,70,132,210,108
2024 Mercedes EQS 450+,72,130,210,108
2024 Mercedes EQS 450+,74,127,210,108
2024 Mercedes EQS 450+,76,123,210,108
2024 Mercedes EQS 450+,78,121,210,108
2024 Mercedes EQS 450+,79,120,210,108
2024 Mercedes EQS 450+,81,116,210,108
2024 Mercedes EQS 450+,82,111,210,108
2024 Mercedes EQS 450+,84,100,210,108
2024 Mercedes EQS 450+,85,96,210,108
2024 Mercedes EQS 450+,86,91,210,108
2024 Mercedes EQS 450+,88,81,210,108
2024 Mercedes EQS 450+,89,75,210,108
2024 Mercedes EQS 450+,90,72,210,108
2024 Mercedes EQS 450+,91,67,210,108
2024 Mercedes EQS 450+,92,61,210,108
2024 Mercedes EQS 450+,93,57,210,108
2024 Mercedes EQS 450+,93,54,210,108
2024 Mercedes EQS 450+,94,52,210,108
2024 Mercedes EQS 450+,95,48,210,108
2024 Mercedes EQS 450+,96,43,210,108
2024 Mercedes EQS 450+,97,41,210,108
2024 Mercedes EQS 450+,98,38,210,108
2024 Mercedes EQS 450+,98,36,210,108
2024 Mercedes EQS 450+,98,33,210,108
2024 Mercedes EQS 450+,99,31,210,108
2024 Mercedes EQS 450+,99,30,210,108
2024 Mercedes EQS 450+,99,28,210,108
2024 Mercedes EQS 450+,99,25,210,108
2024 Mercedes EQS 450+,100,23,210,108
2022 Mercedes EQS 450+,0,37,205,108
2022 Mercedes EQS 450+,3,193,205,108
2022 Mercedes EQS 450+,4,193,205,108
2022 Mercedes EQS 450+,6,195,205,108
2022 Mercedes EQS 450+,8,196,205,108
2022 Mercedes EQS 450+,9,191,205,108
2022 Mercedes EQS 450+,11,197,205,108
2022 Mercedes EQS 450+,12,198,205,108
2022 Mercedes EQS 450+,14,190,205,108
2022 Mercedes EQS 450+,16,199,205,108
2022 Mercedes EQS 450+,17,199,205,108
2022 Mercedes EQS 450+,19,193,205,108
2022 Mercedes EQS 450+,20,191,205,108
2022 Mercedes EQS 450+,22,201,205,108
2022 Mercedes EQS 450+,23,201,205,108
2022 Mercedes EQS 450+,25,197,205,108
2022 Mercedes EQS 450+,27,192,205,108
2022 Mercedes EQS 450+,28,202,205,108
2022 Mercedes EQS 450+,30,201,205,108
2022 Mercedes EQS 450+,31,198,205,108
2022 Mercedes EQS 450+,33,189,205,108
2022 Mercedes EQS 450+,34,184,205,108
2022 Mercedes EQS 450+,36,179,205,108
2022 Mercedes EQS 450+,38,182,205,108
2022 Mercedes EQS 450+,40,178,205,108
2022 Mercedes EQS 450+,41,176,205,108
2022 Mercedes EQS 450+,43,170,205,108
2022 Mercedes EQS 450+,45,170,205,108
2022 Mercedes EQS 450+,46,168,205,108
2022 Mercedes EQS 450+,48,166,205,108
2022 Mercedes EQS 450+,50,162,205,108
2022 Mercedes EQS 450+,52,158,205,108
2022 Mercedes EQS 450+,53,157,205,108
2022 Mercedes EQS 450+,55,152,205,108
2022 Mercedes EQS 450+,57,149,205,108
2022 Mercedes EQS 450+,59,145,205,108
2022 Mercedes EQS 450+,61,141,205,108
2022 Mercedes EQS 450+,63,137,205,108
2022 Mercedes EQS 450+,65,132,205,108
2022 Mercedes EQS 450+,67,129,205,108
2022 Mercedes EQS 450+,69,126,205,108
2022 Mercedes EQS 450+,72,122,205,108
2022 Mercedes EQS 450+,74,118,205,108
2022 Mercedes EQS 450+,76,116,205,108
2022 Mercedes EQS 450+,79,101,205,108
2022 Mercedes EQS 450+,1,191,205,108
2022 Mercedes EQS 450+,2,191,205,108
2022 Mercedes EQS 450+,5,190,205,108
2022 Mercedes EQS 450+,7,195,205,108
2022 Mercedes EQS 450+,10,197,205,108
2022 Mercedes EQS 450+,13,193,205,108
2022 Mercedes EQS 450+,15,199,205,108
2022 Mercedes EQS 450+,18,195,205,108
2022 Mercedes EQS 450+,21,201,205,108
2022 Mercedes EQS 450+,24,198,205,108
2022 Mercedes EQS 450+,26,192,205,108
2022 Mercedes EQS 450+,29,203,205,108
2022 Mercedes EQS 450+,32,193,205,108
2022 Mercedes EQS 450+,35,183,205,108
2022 Mercedes EQS 450+,37,184,205,108
2022 Mercedes EQS 450+,39,179,205,108
2022 Mercedes EQS 450+,42,174,205,108
2022 Mercedes EQS 450+,44,173,205,108
2022 Mercedes EQS 450+,47,167,205,108
2022 Mercedes EQS 450+,49,162,205,108
2022 Mercedes EQS 450+,51,158,205,108
2022 Mercedes EQS 450+,54,155,205,108
2022 Mercedes EQS 450+,56,150,205,108
2022 Mercedes EQS 450+,58,146,205,108
2022 Mercedes EQS 450+,60,143,205,108
2022 Mercedes EQS 450+,62,137,205,108
2022 Mercedes EQS 450+,64,133,205,108
2022 Mercedes EQS 450+,66,130,205,108
2022 Mercedes EQS 450+,68,127,205,108
2022 Mercedes EQS 450+,70,124,205,108
2022 Mercedes EQS 450+,71,122,205,108
2022 Mercedes EQS 450+,73,120,205,108
2022 Mercedes EQS 450+,75,117,205,108
2022 Mercedes EQS 450+,77,113,205,108
2022 Mercedes EQS 450+,78,105,205,108
2022 Mercedes EQS 450+,80,94,205,108
2022 Mercedes EQS 450+,81,85,205,108
2022 Mercedes EQS 450+,82,76,205,108
2022 Mercedes EQS 450+,83,69,205,108
2022 Mercedes EQS 450+,84,63,205,108
2022 Mercedes EQS 450+,85,58,205,108
2022 Mercedes EQS 450+,86,54,205,108
2022 Mercedes EQS 450+,87,50,205,108
2022 Mercedes EQS 450+,87,47,205,108
2022 Mercedes EQS 450+,88,45,205,108
2022 Mercedes EQS 450+,89,43,205,108
2022 Mercedes EQS 450+,89,41,205,108
2022 Mercedes EQS 450+,90,39,205,108
2022 Mercedes EQS 450+,90,38,205,108
2022 Mercedes EQS 450+,91,36,205,108
2022 Mercedes EQS 450+,91,34,205,108
2022 Mercedes EQS 450+,92,33,205,108
2022 Mercedes EQS 450+,92,31,205,108
2022 Mercedes EQS 450+,93,30,205,108
2022 Mercedes EQS 450+,93,29,205,108
2022 Mercedes EQS 450+,94,27,205,108
2022 Mercedes EQS 450+,94,26,205,108
2022 Mercedes EQS 450+,94,24,205,108
2022 Mercedes EQS 450+,95,23,205,108
2022 Mercedes EQS 450+,95,22,205,108
2022 Mercedes EQS 450+,96,20,205,108
2022 Mercedes EQS 450+,96,18,205,108
2022 Mercedes EQS 450+,96,17,205,108
2022 Mercedes EQS 450+,97,15,205,108
2022 Mercedes EQS 450+,97,14,205,108
2022 Mercedes EQS 450+,97,13,205,108
2022 Mercedes EQS 450+,98,12,205,108
2022 Mercedes EQS 450+,98,11,205,108
2022 Mercedes EQS 450+,98,10,205,108
2022 Mercedes EQS 450+,98,9,205,108
2022 Mercedes EQS 450+,98,8,205,108
2022 Mercedes EQS 450+,99,7,205,108
2022 Mercedes EQS 450+,99,6,205,108
2022 Mercedes EQS 450+,100,0,205,108
2024 Rolls Royce Spectre,0,184,200,102
2024 Rolls Royce Spectre,1,187,200,102
2024 Rolls Royce Spectre,3,190,200,102
2024 Rolls Royce Spectre,5,192,200,102
2024 Rolls Royce Spectre,8,194,200,102
2024 Rolls Royce Spectre,11,195,200,102
2024 Rolls Royce Spectre,14,196,200,102
2024 Rolls Royce Spectre,16,198,200,102
2024 Rolls Royce Spectre,19,199,200,102
2024 Rolls Royce Spectre,22,200,200,102
2024 Rolls Royce Spectre,25,189,200,102
2024 Rolls Royce Spectre,28,193,200,102
2024 Rolls Royce Spectre,31,186,200,102
2024 Rolls Royce Spectre,34,181,200,102
2024 Rolls Royce Spectre,37,169,200,102
2024 Rolls Royce Spectre,39,158,200,102
2024 Rolls Royce Spectre,42,150,200,102
2024 Rolls Royce Spectre,44,142,200,102
2024 Rolls Royce Spectre,46,134,200,102
2024 Rolls Royce Spectre,48,129,200,102
2024 Rolls Royce Spectre,50,121,200,102
2024 Rolls Royce Spectre,52,118,200,102
2024 Rolls Royce Spectre,53,114,200,102
2024 Rolls Royce Spectre,55,109,200,102
2024 Rolls Royce Spectre,57,104,200,102
2024 Rolls Royce Spectre,58,103,200,102
2024 Rolls Royce Spectre,60,102,200,102
2024 Rolls Royce Spectre,61,101,200,102
2024 Rolls Royce Spectre,63,102,200,102
2024 Rolls Royce Spectre,64,102,200,102
2024 Rolls Royce Spectre,66,100,200,102
2024 Rolls Royce Spectre,67,96,200,102
2024 Rolls Royce Spectre,69,86,200,102
2024 Rolls Royce Spectre,70,82,200,102
2024 Rolls Royce Spectre,71,78,200,102
2024 Rolls Royce Spectre,72,75,200,102
2024 Rolls Royce Spectre,73,73,200,102
2024 Rolls Royce Spectre,74,72,200,102
2024 Rolls Royce Spectre,76,72,200,102
2024 Rolls Royce Spectre,77,71,200,102
2024 Rolls Royce Spectre,78,71,200,102
2024 Rolls Royce Spectre,79,74,200,102
2024 Rolls Royce Spectre,80,76,200,102
2024 Rolls Royce Spectre,81,70,200,102
2024 Rolls Royce Spectre,82,72,200,102
2024 Rolls Royce Spectre,83,72,200,102
2024 Rolls Royce Spectre,84,73,200,102
2024 Rolls Royce Spectre,86,72,200,102
2024 Rolls Royce Spectre,87,71,200,102
2024 Rolls Royce Spectre,88,70,200,102
2024 Rolls Royce Spectre,89,70,200,102
2024 Rolls Royce Spectre,90,69,200,102
2024 Rolls Royce Spectre,91,68,200,102
2024 Rolls Royce Spectre,92,65,200,102
2024 Rolls Royce Spectre,93,64,200,102
2024 Rolls Royce Spectre,94,66,200,102
2024 Rolls Royce Spectre,95,65,200,102
2024 Rolls Royce Spectre,96,51,200,102
2024 Rolls Royce Spectre,96,38,200,102
2024 Rolls Royce Spectre,97,29,200,102
2024 Rolls Royce Spectre,97,22,200,102
2024 Rolls Royce Spectre,97,16,200,102
2024 Rolls Royce Spectre,98,13,200,102
2024 Rolls Royce Spectre,98,10,200,102
2024 Rolls Royce Spectre,99,9,200,102
2024 Rolls Royce Spectre,99,7,200,102
2024 Rolls Royce Spectre,99,6,200,102
2024 Rolls Royce Spectre,100,0,200,102
2025 Porsche Taycan,2,292,335,97
2025 Porsche Taycan,3,298,335,97
2025 Porsche Taycan,4,303,335,97
2025 Porsche Taycan,6,307,335,97
2025 Porsche Taycan,7,307,335,97
2025 Porsche Taycan,8,309,335,97
2025 Porsche Taycan,9,309,335,97
2025 Porsche Taycan,11,311,335,97
2025 Porsche Taycan,12,312,335,97
2025 Porsche Taycan,13,313,335,97
2025 Porsche Taycan,14,312,335,97
2025 Porsche Taycan,16,314,335,97
2025 Porsche Taycan,17,314,335,97
2025 Porsche Taycan,18,315,335,97
2025 Porsche Taycan,19,313,335,97
2025 Porsche Taycan,21,316,335,97
2025 Porsche Taycan,22,317,335,97
2025 Porsche Taycan,23,317,335,97
2025 Porsche Taycan,24,320,335,97
2025 Porsche Taycan,26,322,335,97
2025 Porsche Taycan,27,322,335,97
2025 Porsche Taycan,28,317,335,97
2025 Porsche Taycan,29,325,335,97
2025 Porsche Taycan,31,320,335,97
2025 Porsche Taycan,32,320,335,97
2025 Porsche Taycan,33,324,335,97
2025 Porsche Taycan,34,328,335,97
2025 Porsche Taycan,35,324,335,97
2025 Porsche Taycan,37,327,335,97
2025 Porsche Taycan,38,331,335,97
2025 Porsche Taycan,39,329,335,97
2025 Porsche Taycan,40,331,335,97
2025 Porsche Taycan,42,332,335,97
2025 Porsche Taycan,43,331,335,97
2025 Porsche Taycan,44,326,335,97
2025 Porsche Taycan,45,320,335,97
2025 Porsche Taycan,47,318,335,97
2025 Porsche Taycan,48,319,335,97
2025 Porsche Taycan,49,320,335,97
2025 Porsche Taycan,50,317,335,97
2025 Porsche Taycan,52,318,335,97
2025 Porsche Taycan,53,318,335,97
2025 Porsche Taycan,54,323,335,97
2025 Porsche Taycan,55,319,335,97
2025 Porsche Taycan,57,315,335,97
2025 Porsche Taycan,58,310,335,97
2025 Porsche Taycan,59,309,335,97
2025 Porsche Taycan,61,308,335,97
2025 Porsche Taycan,62,208,335,97
2025 Porsche Taycan,64,215,335,97
2025 Porsche Taycan,65,214,335,97
2025 Porsche Taycan,66,215,335,97
2025 Porsche Taycan,68,216,335,97
2025 Porsche Taycan,69,217,335,97
2025 Porsche Taycan,71,218,335,97
2025 Porsche Taycan,72,219,335,97
2025 Porsche Taycan,74,219,335,97
2025 Porsche Taycan,75,209,335,97
2025 Porsche Taycan,77,173,335,97
2025 Porsche Taycan,78,161,335,97
2025 Porsche Taycan,81,100,335,97
2025 Porsche Taycan,86,83,335,97
2025 Porsche Taycan,1,207,335,97
2025 Porsche Taycan,5,303,335,97
2025 Porsche Taycan,10,307,335,97
2025 Porsche Taycan,15,312,335,97
2025 Porsche Taycan,20,316,335,97
2025 Porsche Taycan,25,322,335,97
2025 Porsche Taycan,30,326,335,97
2025 Porsche Taycan,36,330,335,97
2025 Porsche Taycan,41,331,335,97
2025 Porsche Taycan,46,318,335,97
2025 Porsche Taycan,51,324,335,97
2025 Porsche Taycan,56,321,335,97
2025 Porsche Taycan,60,309,335,97
2025 Porsche Taycan,63,215,335,97
2025 Porsche Taycan,67,215,335,97
2025 Porsche Taycan,70,217,335,97
2025 Porsche Taycan,73,218,335,97
2025 Porsche Taycan,76,191,335,97
2025 Porsche Taycan,79,147,335,97
2025 Porsche Taycan,80,100,335,97
2025 Porsche Taycan,82,97,335,97
2025 Porsche Taycan,83,93,335,97
2025 Porsche Taycan,84,89,335,97
2025 Porsche Taycan,85,84,335,97
2025 Porsche Taycan,87,82,335,97
2025 Porsche Taycan,88,82,335,97
2025 Porsche Taycan,89,76,335,97
2025 Porsche Taycan,90,67,335,97
2025 Porsche Taycan,91,63,335,97
2025 Porsche Taycan,92,58,335,97
2025 Porsche Taycan,92,53,335,97
2025 Porsche Taycan,93,50,335,97
2025 Porsche Taycan,94,48,335,97
2025 Porsche Taycan,95,43,335,97
2025 Porsche Taycan,95,41,335,97
2025 Porsche Taycan,96,38,335,97
2025 Porsche Taycan,96,35,335,97
2025 Porsche Taycan,97,33,335,97
2025 Porsche Taycan,97,30,335,97
2025 Porsche Taycan,98,27,335,97
2025 Porsche Taycan,98,19,335,97
2025 Porsche Taycan,98,18,335,97
2025 Porsche Taycan,98,13,335,97
2025 Porsche Taycan,99,13,335,97
2025 Porsche Taycan,99,12,335,97
2025 Porsche Taycan,99,10,335,97
2025 Porsche Taycan,99,9,335,97
2025 Porsche Taycan,99,8,335,97
2025 Porsche Taycan,100,0,335,97
2024 BMW i7 eDrive50,0,100,205,102
2024 BMW i7 eDrive50,1,187,205,102
2024 BMW i7 eDrive50,2,188,205,102
2024 BMW i7 eDrive50,3,191,205,102
2024 BMW i7 eDrive50,4,192,205,102
2024 BMW i7 eDrive50,5,193,205,102
2024 BMW i7 eDrive50,6,193,205,102
2024 BMW i7 eDrive50,7,194,205,102
2024 BMW i7 eDrive50,8,194,205,102
2024 BMW i7 eDrive50,9,195,205,102
2024 BMW i7 eDrive50,10,195,205,102
2024 BMW i7 eDrive50,11,195,205,102
2024 BMW i7 eDrive50,12,195,205,102
2024 BMW i7 eDrive50,13,195,205,102
2024 BMW i7 eDrive50,14,195,205,102
2024 BMW i7 eDrive50,15,195,205,102
2024 BMW i7 eDrive50,16,195,205,102
2024 BMW i7 eDrive50,17,195,205,102
2024 BMW i7 eDrive50,18,195,205,102
2024 BMW i7 eDrive50,19,195,205,102
2024 BMW i7 eDrive50,20,200,205,102
2024 BMW i7 eDrive50,21,197,205,102
2024 BMW i7 eDrive50,22,195,205,102
2024 BMW i7 eDrive50,23,195,205,102
2024 BMW i7 eDrive50,24,195,205,102
2024 BMW i7 eDrive50,25,195,205,102
2024 BMW i7 eDrive50,26,195,205,102
2024 BMW i7 eDrive50,27,195,205,102
2024 BMW i7 eDrive50,28,199,205,102
2024 BMW i7 eDrive50,29,200,205,102
2024 BMW i7 eDrive50,30,200,205,102
2024 BMW i7 eDrive50,31,201,205,102
2024 BMW i7 eDrive50,32,202,205,102
2024 BMW i7 eDrive50,33,201,205,102
2024 BMW i7 eDrive50,34,200,205,102
2024 BMW i7 eDrive50,35,199,205,102
2024 BMW i7 eDrive50,36,180,205,102
2024 BMW i7 eDrive50,37,190,205,102
2024 BMW i7 eDrive50,38,193,205,102
2024 BMW i7 eDrive50,39,194,205,102
2024 BMW i7 eDrive50,40,203,205,102
2024 BMW i7 eDrive50,41,204,205,102
2024 BMW i7 eDrive50,42,205,205,102
2024 BMW i7 eDrive50,43,202,205,102
2024 BMW i7 eDrive50,44,194,205,102
2024 BMW i7 eDrive50,45,185,205,102
2024 BMW i7 eDrive50,46,183,205,102
2024 BMW i7 eDrive50,47,179,205,102
2024 BMW i7 eDrive50,48,175,205,102
2024 BMW i7 eDrive50,49,173,205,102
2024 BMW i7 eDrive50,50,167,205,102
2024 BMW i7 eDrive50,51,161,205,102
2024 BMW i7 eDrive50,52,158,205,102
2024 BMW i7 eDrive50,53,155,205,102
2024 BMW i7 eDrive50,54,152,205,102
2024 BMW i7 eDrive50,55,150,205,102
2024 BMW i7 eDrive50,56,146,205,102
2024 BMW i7 eDrive50,57,140,205,102
2024 BMW i7 eDrive50,58,136,205,102
2024 BMW i7 eDrive50,59,132,205,102
2024 BMW i7 eDrive50,60,129,205,102
2024 BMW i7 eDrive50,61,127,205,102
2024 BMW i7 eDrive50,62,125,205,102
2024 BMW i7 eDrive50,63,123,205,102
2024 BMW i7 eDrive50,64,122,205,102
2024 BMW i7 eDrive50,65,120,205,102
2024 BMW i7 eDrive50,66,115,205,102
2024 BMW i7 eDrive50,67,114,205,102
2024 BMW i7 eDrive50,68,113,205,102
2024 BMW i7 eDrive50,69,112,205,102
2024 BMW i7 eDrive50,70,111,205,102
2024 BMW i7 eDrive50,71,109,205,102
2024 BMW i7 eDrive50,72,106,205,102
2024 BMW i7 eDrive50,73,103,205,102
2024 BMW i7 eDrive50,74,100,205,102
2024 BMW i7 eDrive50,75,95,205,102
2024 BMW i7 eDrive50,76,90,205,102
2024 BMW i7 eDrive50,77,87,205,102
2024 BMW i7 eDrive50,78,82,205,102
2024 BMW i7 eDrive50,79,80,205,102
2024 BMW i7 eDrive50,80,78,205,102
2024 BMW i7 eDrive50,81,77,205,102
2024 BMW i7 eDrive50,82,76,205,102
2024 BMW i7 eDrive50,83,76,205,102
2024 BMW i7 eDrive50,84,75,205,102
2024 BMW i7 eDrive50,85,76,205,102
2024 BMW i7 eDrive50,86,76,205,102
2024 BMW i7 eDrive50,87,76,205,102
2024 BMW i7 eDrive50,88,76,205,102
2024 BMW i7 eDrive50,89,79,205,102
2024 BMW i7 eDrive50,90,80,205,102
2024 BMW i7 eDrive50,91,83,205,102
2024 BMW i7 eDrive50,92,83,205,102
2024 BMW i7 eDrive50,93,83,205,102
2024 BMW i7 eDrive50,94,82,205,102
2024 BMW i7 eDrive50,95,79,205,102
2024 BMW i7 eDrive50,96,75,205,102
