"Scenario_02_(2,2,0): MCU1(O1:ON, O2:OFF); MCU2(O1:ON, O2:OFF); MCU3(OFF); MCU4(OFF)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
522,T522: 08:42,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,44.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,44.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
523,T523: 08:43,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
524,T524: 08:44,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
525,T525: 08:45,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
526,T526: 08:46,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
527,T527: 08:47,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,156kW,45.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
528,T528: 08:48,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
529,T529: 08:49,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
530,T530: 08:50,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
531,T531: 08:51,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
532,T532: 08:52,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,155kW,45.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
533,T533: 08:53,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
534,T534: 08:54,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
535,T535: 08:55,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
536,T536: 08:56,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
537,T537: 08:57,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
538,T538: 08:58,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,154kW,45.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
539,T539: 08:59,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
540,T540: 09:00,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
541,T541: 09:01,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
542,T542: 09:02,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
543,T543: 09:03,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
544,T544: 09:04,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,153kW,45.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
545,T545: 09:05,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
546,T546: 09:06,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
547,T547: 09:07,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
548,T548: 09:08,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
549,T549: 09:09,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
550,T550: 09:10,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,152kW,45.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
551,T551: 09:11,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,45.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,45.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
552,T552: 09:12,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
553,T553: 09:13,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
554,T554: 09:14,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
555,T555: 09:15,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
556,T556: 09:16,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
557,T557: 09:17,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
558,T558: 09:18,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
559,T559: 09:19,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
560,T560: 09:20,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,151kW,46.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
561,T561: 09:21,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
562,T562: 09:22,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
563,T563: 09:23,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
564,T564: 09:24,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
565,T565: 09:25,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
566,T566: 09:26,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
567,T567: 09:27,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
568,T568: 09:28,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
569,T569: 09:29,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
570,T570: 09:30,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
571,T571: 09:31,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
572,T572: 09:32,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
573,T573: 09:33,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
574,T574: 09:34,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,150kW,46.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
575,T575: 09:35,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
576,T576: 09:36,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
577,T577: 09:37,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
578,T578: 09:38,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
579,T579: 09:39,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
580,T580: 09:40,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,46.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
581,T581: 09:41,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
582,T582: 09:42,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
583,T583: 09:43,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
584,T584: 09:44,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
585,T585: 09:45,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,149kW,47.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
586,T586: 09:46,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.1%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
587,T587: 09:47,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
588,T588: 09:48,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
589,T589: 09:49,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
590,T590: 09:50,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
591,T591: 09:51,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,148kW,47.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
592,T592: 09:52,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.3%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
593,T593: 09:53,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
594,T594: 09:54,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
595,T595: 09:55,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
596,T596: 09:56,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
597,T597: 09:57,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,147kW,47.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
598,T598: 09:58,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.5%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
599,T599: 09:59,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
600,T600: 10:00,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
601,T601: 10:01,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,ON,OFF,OFF,ON,ON,OFF,200kW,146kW,47.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
