"Scenario_14_(0,0,4): MCU1(O1:ON, O2:ON); MCU2(O1:ON, O2:ON); MCU3(O1:ON, O2:ON); MCU4(O1:ON, O2:ON)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
46,T46: 00:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%
47,T47: 00:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%,ON,ON,OFF,ON,OFF,ON,125kW,284kW,21.3%,125kW,284kW,21.3%
48,T48: 00:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%
49,T49: 00:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%
50,T50: 00:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.4%,125kW,283kW,21.4%
51,T51: 00:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%
52,T52: 00:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,283kW,21.5%,125kW,283kW,21.5%
53,T53: 00:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%
54,T54: 00:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.5%,125kW,282kW,21.5%
55,T55: 00:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%
56,T56: 00:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%
57,T57: 00:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%,ON,ON,OFF,ON,OFF,ON,125kW,282kW,21.6%,125kW,282kW,21.6%
58,T58: 00:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%
59,T59: 00:59,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%
60,T60: 01:00,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%
61,T61: 01:01,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.7%,125kW,281kW,21.7%
62,T62: 01:02,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.8%,125kW,281kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.8%,125kW,281kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.8%,125kW,281kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,281kW,21.8%,125kW,281kW,21.8%
63,T63: 01:03,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%
64,T64: 01:04,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%
65,T65: 01:05,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.8%,125kW,280kW,21.8%
66,T66: 01:06,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%
67,T67: 01:07,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,280kW,21.9%,125kW,280kW,21.9%
68,T68: 01:08,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,21.9%,125kW,279kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,21.9%,125kW,279kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,21.9%,125kW,279kW,21.9%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,21.9%,125kW,279kW,21.9%
69,T69: 01:09,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%
70,T70: 01:10,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%
71,T71: 01:11,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%
72,T72: 01:12,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.0%,125kW,279kW,22.0%
73,T73: 01:13,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%
74,T74: 01:14,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,279kW,22.1%,125kW,279kW,22.1%
75,T75: 01:15,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.1%,125kW,278kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.1%,125kW,278kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.1%,125kW,278kW,22.1%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.1%,125kW,278kW,22.1%
76,T76: 01:16,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%
77,T77: 01:17,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%
78,T78: 01:18,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%
79,T79: 01:19,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.2%,125kW,278kW,22.2%
80,T80: 01:20,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%
81,T81: 01:21,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%
82,T82: 01:22,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.3%,125kW,278kW,22.3%
83,T83: 01:23,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.4%,125kW,278kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.4%,125kW,278kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.4%,125kW,278kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,278kW,22.4%,125kW,278kW,22.4%
84,T84: 01:24,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%
85,T85: 01:25,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%
86,T86: 01:26,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.4%,125kW,277kW,22.4%
87,T87: 01:27,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%
88,T88: 01:28,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%
89,T89: 01:29,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.5%,125kW,277kW,22.5%
90,T90: 01:30,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%
91,T91: 01:31,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%
92,T92: 01:32,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,277kW,22.6%,125kW,277kW,22.6%
93,T93: 01:33,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.6%,125kW,276kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.6%,125kW,276kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.6%,125kW,276kW,22.6%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.6%,125kW,276kW,22.6%
94,T94: 01:34,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%
95,T95: 01:35,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%
96,T96: 01:36,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.7%,125kW,276kW,22.7%
97,T97: 01:37,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%
98,T98: 01:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%
99,T99: 01:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%
100,T100: 01:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.8%,125kW,276kW,22.8%
101,T101: 01:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.9%,125kW,276kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.9%,125kW,276kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.9%,125kW,276kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,276kW,22.9%,125kW,276kW,22.9%
102,T102: 01:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%
103,T103: 01:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,22.9%,125kW,275kW,22.9%
104,T104: 01:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%
105,T105: 01:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%
106,T106: 01:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,275kW,23.0%,125kW,275kW,23.0%
107,T107: 01:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,274kW,23.0%,125kW,274kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,274kW,23.0%,125kW,274kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,274kW,23.0%,125kW,274kW,23.0%,ON,ON,OFF,ON,OFF,ON,125kW,274kW,23.0%,125kW,274kW,23.0%
108,T108: 01:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%
109,T109: 01:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,273kW,23.1%,125kW,273kW,23.1%
110,T110: 01:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.1%,125kW,272kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.1%,125kW,272kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.1%,125kW,272kW,23.1%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.1%,125kW,272kW,23.1%
111,T111: 01:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.2%,125kW,272kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.2%,125kW,272kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.2%,125kW,272kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,272kW,23.2%,125kW,272kW,23.2%
112,T112: 01:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,271kW,23.2%,125kW,271kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,271kW,23.2%,125kW,271kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,271kW,23.2%,125kW,271kW,23.2%,ON,ON,OFF,ON,OFF,ON,125kW,271kW,23.2%,125kW,271kW,23.2%
